,calibration,ir,task,repeat,dev_cwce,dev_rbs,dev_bs,dev_nbs,app_cwce,app_rbs,app_bs,app_nbs,diff_cwce,diff_rbs,diff_bs,diff_nbs
13,NONE,1.0,chexpert_consolidation,0,0.06723773886133402,0.4745908328171122,0.11261823028326035,0.4504729211330414,0.06853739322628936,0.463216736454656,0.10728488117456436,0.42913952469825745,0.001299654364955341,-0.011374096362456176,-0.005333349108695984,-0.021333396434783936
14,NONE,1.0,chexpert_pneumonia,0,0.13269089137852325,0.7043948751137128,0.24808606505393982,0.9923442602157593,0.14498024445463153,0.6949293179807748,0.24146339297294617,0.9658535718917847,0.01228935307610829,-0.009465557132937952,-0.006622672080993652,-0.02649068832397461
15,NONE,1.0,chexpert_pneumothorax,0,0.1140280029492875,0.6321127063246892,0.19978325068950653,0.7991330027580261,0.11754323313123335,0.6259120235015609,0.19588293135166168,0.7835317254066467,0.0035152301819458553,-0.006200682823128245,-0.0039003193378448486,-0.015601277351379395
16,NONE,1.0,chexpert_pleural_effusion,0,0.09123640390657481,0.44023003506937314,0.09690123796463013,0.3876049518585205,0.08815447995580222,0.4356310416373855,0.09488720446825027,0.3795488178730011,-0.003081923950772586,-0.0045989934319876635,-0.0020140334963798523,-0.00805613398551941
17,NONE,1.0,chexpert_fracture,0,0.22890388882320303,0.7425358705097721,0.27567973732948303,1.1027189493179321,0.2176238929289718,0.7326993063915751,0.2684241235256195,1.073696494102478,-0.011279995894231232,-0.009836564118197,-0.007255613803863525,-0.0290224552154541
18,NONE,1.0,pneumonia_classification,0,0.014248710413377778,0.19423655553788127,0.018863920122385025,0.0754556804895401,0.011570424964579613,0.18378925344833164,0.016889244318008423,0.06755697727203369,-0.0026782854487981643,-0.010447302089549637,-0.001974675804376602,-0.007898703217506409
19,NONE,1.0,covid_xray_classification,0,0.017675797141296197,0.1430285937698855,0.010228590108454227,0.04091436043381691,0.009987232451149172,0.15323915441984187,0.011741118505597115,0.04696447402238846,-0.007688564690147025,0.010210560649956374,0.0015125283971428871,0.0060501135885715485
20,NONE,1.0,deep_drid_dr_level,0,0.10663190156066168,0.8279450729846244,0.13709859549999237,0.8568662405014038,0.09342299638316034,0.7844609361958462,0.12307579070329666,0.769223690032959,-0.01320890517750134,-0.04348413678877816,-0.01402280479669571,-0.08764255046844482
21,NONE,1.0,deep_drid_quality,0,0.09891690695658326,0.6765422574061825,0.2288547158241272,0.9154188632965088,0.11819349417766166,0.6957204904163561,0.24201351404190063,0.9680540561676025,0.019276587221078403,0.01917823301017363,0.013158798217773438,0.05263519287109375
22,NONE,1.0,kvasir_capsule_anatomy,0,0.0019122173291786385,0.05633919896483085,0.0015870524803176522,0.006348209921270609,0.006145683414069939,0.09949993440606474,0.004950118716806173,0.019800474867224693,0.0042334660848913006,0.04316073544123389,0.003363066236488521,0.013452264945954084
23,NONE,1.0,mura_xr_wrist,0,0.06938603429077861,0.5292174485184661,0.14003556966781616,0.5601422786712646,0.04794483197710916,0.5049771606870714,0.127500981092453,0.510003924369812,-0.02144120231366945,-0.024240287831394647,-0.01253458857536316,-0.05013835430145264
24,NONE,1.0,mura_xr_shoulder,0,0.06914231525600384,0.5887352940679553,0.17330461740493774,0.693218469619751,0.06610312662795187,0.5872258217623602,0.1724170744419098,0.6896682977676392,-0.0030391886280519698,-0.001509472305595172,-0.0008875429630279541,-0.0035501718521118164
25,NONE,1.0,mura_xr_humerus,0,0.10246009803155348,0.5458450653483312,0.14897342026233673,0.5958936810493469,0.0946259964881829,0.5740892358670381,0.16478921473026276,0.659156858921051,-0.00783410154337058,0.028244170518706868,0.015815794467926025,0.0632631778717041
26,NONE,1.0,mura_xr_hand,0,0.17290246064374593,0.663005369448413,0.219788059592247,0.879152238368988,0.14234990650667478,0.6357617574854314,0.20209650695323944,0.8083860278129578,-0.030552554137071142,-0.02724361196298164,-0.01769155263900757,-0.07076621055603027
27,NONE,1.0,mura_xr_forearm,0,0.16963836746187982,0.6322277798373149,0.1998559683561325,0.79942387342453,0.17415047608757098,0.6556681225176934,0.2149503380060196,0.8598013520240784,0.0045121086256911525,0.023440342680378423,0.015094369649887085,0.06037747859954834
28,NONE,1.0,mura_xr_finger,0,0.05504000461203794,0.5955865305012856,0.17736166715621948,0.7094466686248779,0.0461755635122232,0.5844677371734227,0.17080126702785492,0.6832050681114197,-0.00886444109981474,-0.01111879332786292,-0.006560400128364563,-0.026241600513458252
29,NONE,1.0,mura_xr_elbow,0,0.10157293269819603,0.5469386211413243,0.14957091212272644,0.5982836484909058,0.10595309234968366,0.569221488917043,0.16200654208660126,0.648026168346405,0.004380159651487622,0.02228286777571875,0.012435629963874817,0.04974251985549927
30,NONE,1.0,lapgyn4_surgical_actions,1,0.01427152247123138,0.37260136463218274,0.017353972420096397,0.15866489708423615,0.015134922123579192,0.38822609592949303,0.018839938566088676,0.1722508668899536,0.000863399652347812,0.01562473129731029,0.001485966145992279,0.013585969805717468
31,NONE,1.0,lapgyn4_instrument_count,1,0.013392704525129067,0.41762488344860116,0.043602634221315384,0.23254738748073578,0.011404586410432675,0.41287541510500847,0.042616523802280426,0.2272881269454956,-0.001988118114696392,-0.004749468343592689,-0.0009861104190349579,-0.005259260535240173
32,NONE,1.0,lapgyn4_anatomical_actions,1,0.03238996889534164,0.4293772470602972,0.04609120264649391,0.24581974744796753,0.0339987949836256,0.43567457939731347,0.047453079372644424,0.25308308005332947,0.0016088260882839642,0.006297332337016293,0.0013618767261505127,0.0072633326053619385
33,NONE,1.0,nerthus_bowel_cleansing_quality,1,0.0003226106367867982,0.005796689150971362,8.400401384278666e-06,4.480214192881249e-05,0.0008230009129198332,0.03414552177868869,0.00029147908207960427,0.0015545551432296634,0.000500390276133035,0.028348832627717327,0.0002830786806953256,0.0015097530013008509
34,NONE,1.0,hyperkvasir_therapeutic-interventions,1,0.07328937946574181,0.4086730274139045,0.08350681513547897,0.3340272605419159,0.05212001124105292,0.3681754434199369,0.06777658313512802,0.2711063325405121,-0.021169368224688886,-0.04049758399396758,-0.015730232000350952,-0.06292092800140381
35,NONE,1.0,cholec80_grasper_presence,1,0.017848285106948275,0.30688320357075377,0.04708864539861679,0.18835458159446716,0.02014016570818608,0.3098144363186963,0.047992486506700516,0.19196994602680206,0.0022918806012378057,0.002931232747942547,0.000903841108083725,0.0036153644323349
36,NONE,1.0,cholec80_hook_presence,1,0.012391011428281687,0.16561412149633498,0.0137140192091465,0.054856076836586,0.009623024651928005,0.17455455775129525,0.015234647318720818,0.06093858927488327,-0.002767986776353681,0.008940436254960271,0.001520628109574318,0.006082512438297272
37,NONE,1.0,idle_action_recognition,1,0.0037384318094862345,0.09148062555354589,0.004184352234005928,0.016737408936023712,0.002950001939111463,0.0966806920287064,0.004673577845096588,0.018694311380386353,-0.0007884298703747716,0.005200066475160511,0.0004892256110906601,0.0019569024443626404
38,NONE,1.0,brain_tumor_classification,1,0.0251425662012325,0.2170902532731195,0.023564087226986885,0.09425634890794754,0.01806601474001297,0.17728643897159038,0.01571524143218994,0.06286096572875977,-0.007076551461219532,-0.03980381430152913,-0.007848845794796944,-0.031395383179187775
39,NONE,1.0,brain_tumor_type_classification,1,0.040112721053518215,0.3506007426210857,0.04097362980246544,0.18438133597373962,0.030528102726322105,0.34500538896694083,0.0396762415766716,0.1785430908203125,-0.00958461832719611,-0.0055953536541448745,-0.0012973882257938385,-0.005838245153427124
40,NONE,1.0,chexpert_enlarged_cardiomediastinum,1,0.03708327144733702,0.5740095194248614,0.16474345326423645,0.6589738130569458,0.042487114604870625,0.5819280091079613,0.16932012140750885,0.6772804856300354,0.005403843157533603,0.007918489683099827,0.0045766681432724,0.0183066725730896
41,NONE,1.0,chexpert_cardiomegaly,1,0.02792654544398619,0.4930619125111852,0.12155503034591675,0.486220121383667,0.0280137750332271,0.48354205961199925,0.11690645664930344,0.46762582659721375,8.72295892409107e-05,-0.009519852899185943,-0.004648573696613312,-0.018594294786453247
42,NONE,1.0,chexpert_edema,1,0.048948808516255216,0.5238582596870407,0.13721373677253723,0.5488549470901489,0.0507943458845664,0.5210057182309316,0.13572348654270172,0.5428939461708069,0.0018455373683111814,-0.0028525414561091367,-0.0014902502298355103,-0.005961000919342041
43,NONE,1.0,chexpert_consolidation,1,0.06789908690748167,0.4674198017797182,0.10924062877893448,0.4369625151157379,0.06254932473581871,0.4644277179362985,0.10784655809402466,0.43138623237609863,-0.005349762171662956,-0.0029920838434197017,-0.0013940706849098206,-0.005576282739639282
44,NONE,1.0,chexpert_pneumonia,1,0.15168450070574643,0.7069198208074312,0.24986781179904938,0.9994712471961975,0.15876931433136987,0.7128895071142222,0.25410571694374084,1.0164228677749634,0.007084813625623437,0.005969686306790956,0.004237905144691467,0.01695162057876587
45,NONE,1.0,chexpert_pneumothorax,1,0.11903810706830223,0.6172293333095065,0.19048601388931274,0.761944055557251,0.11919653623746672,0.6239768742098286,0.194673553109169,0.778694212436676,0.00015842916916448957,0.0067475409003221465,0.004187539219856262,0.01675015687942505
46,NONE,1.0,chexpert_pleural_effusion,1,0.1071764061156661,0.45365441698540143,0.1029011681675911,0.4116046726703644,0.10980933943303622,0.4633988251555721,0.10736923664808273,0.42947694659233093,0.0026329333173701203,0.009744408170170693,0.004468068480491638,0.017872273921966553
47,NONE,1.0,chexpert_fracture,1,0.1999231533823693,0.7264563949796836,0.26386943459510803,1.0554777383804321,0.182090040380063,0.7066675701125477,0.249689519405365,0.99875807762146,-0.017833113002306306,-0.019788824867135957,-0.014179915189743042,-0.05671966075897217
48,NONE,1.0,pneumonia_classification,1,0.01437207617283125,0.18226417341827295,0.01661011204123497,0.06644044816493988,0.014396080774827243,0.1938143078135018,0.01878199353814125,0.075127974152565,2.400460199599233e-05,0.011550134395228867,0.0021718814969062805,0.008687525987625122
49,NONE,1.0,covid_xray_classification,1,0.07247116789826519,0.3496693983170983,0.06113434582948685,0.2445373833179474,0.07630962813614395,0.32691284651990593,0.05343601107597351,0.21374404430389404,0.0038384602378787602,-0.02275655179719238,-0.007698334753513336,-0.030793339014053345
50,NONE,1.0,deep_drid_dr_level,1,0.17378912546361486,0.9651945520736995,0.18632009625434875,1.1645007133483887,0.16338568452280014,0.9275550962972829,0.1720716804265976,1.0754480361938477,-0.010403440940814718,-0.037639455776416586,-0.01424841582775116,-0.08905267715454102
51,NONE,1.0,deep_drid_quality,1,0.0873722822094957,0.638851927301979,0.20406587421894073,0.8162634968757629,0.1200566879029624,0.6575695616640014,0.2161988615989685,0.864795446395874,0.0326844056934667,0.01871763436202234,0.012132987380027771,0.048531949520111084
52,NONE,1.0,kvasir_capsule_anatomy,1,0.007947023796211726,0.1221290748760509,0.0074577550403773785,0.029831020161509514,0.006096101928143253,0.09809351659125744,0.004811168182641268,0.01924467273056507,-0.0018509218680684732,-0.024035558284793465,-0.0026465868577361107,-0.010586347430944443
53,NONE,1.0,mura_xr_wrist,1,0.050175401431869805,0.5420036125235497,0.14688394963741302,0.5875357985496521,0.056448715388608885,0.5517125610355029,0.1521933525800705,0.608773410320282,0.006273313956739079,0.009708948511953253,0.005309402942657471,0.021237611770629883
54,NONE,1.0,mura_xr_shoulder,1,0.10519096330164723,0.6064875656827552,0.18391358852386475,0.735654354095459,0.09767140293493867,0.604992832912775,0.18300816416740417,0.7320326566696167,-0.007519560366708561,-0.0014947327699802448,-0.0009054243564605713,-0.003621697425842285
55,NONE,1.0,mura_xr_humerus,1,0.16574484443972035,0.6124505457244556,0.18754781782627106,0.7501912713050842,0.22445340807856629,0.6929815609255093,0.24011170864105225,0.960446834564209,0.05870856363884594,0.08053101520105377,0.05256389081478119,0.21025556325912476
56,NONE,1.0,mura_xr_hand,1,0.13582773120663655,0.6600169942297937,0.2178112268447876,0.8712449073791504,0.11116549496270198,0.661299859726559,0.21865874528884888,0.8746349811553955,-0.02466223624393457,0.001282865496765373,0.0008475184440612793,0.003390073776245117
57,NONE,1.0,mura_xr_forearm,1,0.05989433352190714,0.5587156306002982,0.15608157217502594,0.6243262887001038,0.042817386426031584,0.5738669494348504,0.16466163098812103,0.6586465239524841,-0.017076947095875553,0.01515131883455223,0.008580058813095093,0.03432023525238037
58,NONE,1.0,mura_xr_finger,1,0.09991637905146564,0.595323887628089,0.17720527946949005,0.7088211178779602,0.08541373323955803,0.5982779387364476,0.17896825075149536,0.7158730030059814,-0.014502645811907605,0.0029540511083586685,0.00176297128200531,0.00705188512802124
59,NONE,1.0,mura_xr_elbow,1,0.08433892083452726,0.5574587188508137,0.15538011491298676,0.621520459651947,0.07693491073633073,0.5766140803569789,0.16624191403388977,0.6649676561355591,-0.007404010098196537,0.019155361506165258,0.010861799120903015,0.04344719648361206
60,NONE,1.0,lapgyn4_surgical_actions,2,0.011034278481091252,0.398253098967918,0.01982569321990013,0.18126347661018372,0.011264378770545263,0.39921096629636277,0.01992117427289486,0.1821364462375641,0.00023010028945401155,0.0009578673284447725,9.548105299472809e-05,0.0008729696273803711
61,NONE,1.0,lapgyn4_instrument_count,2,0.014831628224694941,0.417117504494648,0.0434967540204525,0.23198269307613373,0.01253218092414543,0.41004239143036797,0.042033690959215164,0.2241796851158142,-0.0022994473005495102,-0.0070751130642800475,-0.0014630630612373352,-0.007803007960319519
62,NONE,1.0,lapgyn4_anatomical_actions,2,0.030289068440476262,0.3949186228416045,0.03899018093943596,0.20794762670993805,0.0274473741736423,0.39743481520611507,0.03948860615491867,0.2106059044599533,-0.0028416942668339634,0.002516192364510561,0.0004984252154827118,0.002658277750015259
63,NONE,1.0,nerthus_bowel_cleansing_quality,2,0.00047776067458471516,0.004312842964445066,4.650153641705401e-06,2.4800820028758608e-05,0.0006643831994769852,0.010772292108567928,2.9010569051024504e-05,0.00015472303493879735,0.00018662252489227006,0.006459449144122862,2.4360415409319103e-05,0.00012992221491003875
64,NONE,1.0,hyperkvasir_therapeutic-interventions,2,0.06207227592845682,0.37863786095330426,0.07168330997228622,0.2867332398891449,0.05069253860850526,0.36483136791578347,0.06655096262693405,0.2662038505077362,-0.01137973731995156,-0.013806493037520795,-0.005132347345352173,-0.02052938938140869
65,NONE,1.0,cholec80_grasper_presence,2,0.016965015298993552,0.28721260730387904,0.04124554246664047,0.1649821698665619,0.019964353188427847,0.2971267883159816,0.044142164289951324,0.1765686571598053,0.002999337889434295,0.009914181012102563,0.002896621823310852,0.011586487293243408
66,NONE,1.0,cholec80_hook_presence,2,0.00721955770663958,0.15395531727939982,0.011851119808852673,0.04740447923541069,0.0065520510993694,0.15537436656706427,0.012070597149431705,0.04828238859772682,-0.0006675066072701803,0.0014190492876644534,0.0002194773405790329,0.0008779093623161316
67,NONE,1.0,idle_action_recognition,2,0.006460319434926429,0.123148532299468,0.007582780905067921,0.030331123620271683,0.004477893386889873,0.11019817864024663,0.006071818992495537,0.024287275969982147,-0.0019824260480365563,-0.01295035365922137,-0.0015109619125723839,-0.0060438476502895355
68,NONE,1.0,brain_tumor_classification,2,0.0439295896348801,0.34241046778480977,0.05862245708703995,0.2344898283481598,0.021036589467696043,0.2852573768621208,0.04068588837981224,0.16274355351924896,-0.022893000167184055,-0.05715309092268894,-0.017936568707227707,-0.07174627482891083
69,NONE,1.0,brain_tumor_type_classification,2,0.02383485259965046,0.2536953973872055,0.02145378664135933,0.09654203802347183,0.01603828448552753,0.24184938759977084,0.019497040659189224,0.08773668110370636,-0.00779656811412293,-0.011846009787434636,-0.001956745982170105,-0.008805356919765472
70,NONE,1.0,chexpert_enlarged_cardiomediastinum,2,0.06936835275387265,0.5949996759611198,0.17701229453086853,0.7080491781234741,0.07193686539047234,0.6000558294252663,0.18003347516059875,0.720133900642395,0.0025685126365996847,0.005056153464146451,0.0030211806297302246,0.012084722518920898
71,NONE,1.0,chexpert_cardiomegaly,2,0.0854689074861096,0.5020626207236224,0.12603342533111572,0.5041337013244629,0.08812647041157859,0.4897498034281812,0.11992744356393814,0.47970977425575256,0.0026575629254689953,-0.012312817295441203,-0.006105981767177582,-0.024423927068710327
72,NONE,1.0,chexpert_edema,2,0.10800933571079983,0.551831247023308,0.15225887298583984,0.6090354919433594,0.11022187795489372,0.5512349208718081,0.15192997455596924,0.607719898223877,0.002212542244093882,-0.0005963261514998486,-0.00032889842987060547,-0.0013155937194824219
73,NONE,1.0,chexpert_consolidation,2,0.05255068928079763,0.4767992213154495,0.11366875469684601,0.45467501878738403,0.05098545555212797,0.4631626949994941,0.1072598323225975,0.42903932929039,-0.0015652337286696655,-0.01363652631595541,-0.006408922374248505,-0.02563568949699402
74,NONE,1.0,chexpert_pneumonia,2,0.10745639632331405,0.6919682849206819,0.23941005766391754,0.9576402306556702,0.11677357185698345,0.6985374168538013,0.24397726356983185,0.9759090542793274,0.009317175533669397,0.006569131933119476,0.004567205905914307,0.018268823623657227
75,NONE,1.0,chexpert_pneumothorax,2,0.12126215484595984,0.6250424696233122,0.19533905386924744,0.7813562154769897,0.12104056208087596,0.6327386750296907,0.2001791000366211,0.8007164001464844,-0.00022159276508387782,0.007696205406378498,0.004840046167373657,0.01936018466949463
76,NONE,1.0,chexpert_pleural_effusion,2,0.024370939711203486,0.40568342264422175,0.08228951692581177,0.32915806770324707,0.022422222062320942,0.4087965161777201,0.08355730026960373,0.3342292010784149,-0.001948717648882544,0.003113093533498368,0.0012677833437919617,0.005071133375167847
77,NONE,1.0,chexpert_fracture,2,0.22729340576578055,0.7477141430769098,0.27953821420669556,1.1181528568267822,0.21657833308559055,0.7114570080387072,0.25308555364608765,1.0123422145843506,-0.010715072680190008,-0.036257135038202604,-0.02645266056060791,-0.10581064224243164
78,NONE,1.0,pneumonia_classification,2,0.013182880311858224,0.20672749449787772,0.021368131041526794,0.08547252416610718,0.009027200230184329,0.17835001798020178,0.015904365107417107,0.06361746042966843,-0.004155680081673895,-0.028377476517675942,-0.005463765934109688,-0.02185506373643875
79,NONE,1.0,covid_xray_classification,2,0.016004200153167725,0.17283912860454595,0.01493668369948864,0.05974673479795456,0.010801670111042896,0.16673011329194393,0.013899465091526508,0.05559786036610603,-0.005202530042124828,-0.006109015312602023,-0.0010372186079621315,-0.004148874431848526
80,NONE,1.0,deep_drid_dr_level,2,0.09562853639945387,0.860228337479419,0.14799855649471283,0.9249910712242126,0.13665438774973154,0.8908164564106453,0.1587107926607132,0.9919424653053284,0.04102585135027767,0.03058811893122637,0.010712236166000366,0.06695139408111572
81,NONE,1.0,deep_drid_quality,2,0.11148549231390159,0.6733698074686383,0.22671344876289368,0.9068537950515747,0.12453640039013916,0.6584432855786451,0.21677376329898834,0.8670950531959534,0.013050908076237572,-0.014926521889993216,-0.009939685463905334,-0.03975874185562134
82,NONE,1.0,kvasir_capsule_anatomy,2,0.010177848428863595,0.14381513658170916,0.010341396555304527,0.04136558622121811,0.00849092065883347,0.1118070685056298,0.006250410340726376,0.025001641362905502,-0.001686927770030126,-0.032008068076079366,-0.004090986214578152,-0.016363944858312607
83,NONE,1.0,mura_xr_wrist,2,0.07596607832524933,0.5328825181404847,0.14198188483715057,0.5679275393486023,0.06626802469079399,0.541860171777765,0.14680622518062592,0.5872249007225037,-0.009698053634455348,0.008977653637280314,0.004824340343475342,0.019297361373901367
84,NONE,1.0,mura_xr_shoulder,2,0.06774718280097372,0.5947453836775384,0.17686103284358978,0.7074441313743591,0.060048173463344574,0.5892052884175925,0.17358145117759705,0.6943258047103882,-0.007699009337629147,-0.005540095259945921,-0.003279581665992737,-0.013118326663970947
85,NONE,1.0,mura_xr_humerus,2,0.09522415744879889,0.639944916404339,0.2047647386789322,0.8190589547157288,0.10929352286474665,0.6723858090423266,0.22605133056640625,0.904205322265625,0.014069365415947763,0.03244089263798755,0.02128659188747406,0.08514636754989624
86,NONE,1.0,mura_xr_hand,2,0.16424144694534556,0.6919484825363224,0.2393963485956192,0.9575853943824768,0.15824764975768268,0.6925177077513289,0.23979036509990692,0.9591614603996277,-0.00599379718766288,0.0005692252150065746,0.0003940165042877197,0.001576066017150879
87,NONE,1.0,mura_xr_forearm,2,0.1210369143000507,0.5412596975335455,0.14648102223873138,0.5859240889549255,0.1250999734344843,0.5953441059830438,0.1772173047065735,0.708869218826294,0.004063059134433611,0.054084408449498245,0.030736282467842102,0.12294512987136841
88,NONE,1.0,mura_xr_finger,2,0.10623237485540848,0.5959746393115486,0.17759288847446442,0.7103715538978577,0.09099944535603717,0.6062891413342572,0.18379326164722443,0.7351730465888977,-0.015232929499371314,0.01031450202270856,0.00620037317276001,0.02480149269104004
89,NONE,1.0,mura_xr_elbow,2,0.07955974538060952,0.568811171394544,0.16177307069301605,0.6470922827720642,0.05575354019532161,0.5612652674955804,0.15750934183597565,0.6300373673439026,-0.023806205185287907,-0.007545903898963591,-0.004263728857040405,-0.01705491542816162
90,NONE,1.0,lapgyn4_surgical_actions,3,0.017973159177452368,0.4293463209987192,0.023042282089591026,0.2106722891330719,0.016658418525724535,0.42073529026033396,0.022127270698547363,0.20230647921562195,-0.0013147406517278332,-0.008611030738385261,-0.000915011391043663,-0.008365809917449951
91,NONE,1.0,lapgyn4_instrument_count,3,0.012412587576545772,0.41478286931986097,0.04301121085882187,0.2293931245803833,0.00989374753266013,0.40996680907009386,0.04201819747686386,0.22409705817699432,-0.002518840043885643,-0.004816060249767107,-0.0009930133819580078,-0.005296066403388977
92,NONE,1.0,lapgyn4_anatomical_actions,3,0.02936758019862611,0.39577925359526167,0.03916030377149582,0.20885495841503143,0.028490311450282618,0.4196074794034151,0.04401760920882225,0.234760582447052,-0.0008772687483434918,0.023828225808153414,0.004857305437326431,0.02590562403202057
93,NONE,1.0,nerthus_bowel_cleansing_quality,3,0.0006160212997201597,0.005999593474706734,8.99878068594262e-06,4.7993496991693974e-05,0.0012214500104901088,0.03834083678013185,0.00036750492290593684,0.0019600263331085443,0.0006054287107699491,0.032341243305425114,0.0003585061422199942,0.0019120328361168504
94,NONE,1.0,hyperkvasir_therapeutic-interventions,3,0.06553266409695187,0.3731810016439006,0.06963203102350235,0.2785281240940094,0.0875634271173302,0.42164727469494995,0.08889320492744446,0.35557281970977783,0.022030763020378333,0.048466273051049336,0.019261173903942108,0.07704469561576843
95,NONE,1.0,cholec80_grasper_presence,3,0.015877075069630566,0.28523821617765677,0.0406804196536541,0.1627216786146164,0.019674997519385146,0.2976620527219534,0.0443013496696949,0.1772053986787796,0.0037979224497545795,0.01242383654429663,0.003620930016040802,0.014483720064163208
96,NONE,1.0,cholec80_hook_presence,3,0.0056946271269046785,0.1836527136375099,0.01686416007578373,0.06745664030313492,0.0024910909300706564,0.1949871278161014,0.019009990617632866,0.07603996247053146,-0.003203536196834022,0.01133441417859149,0.0021458305418491364,0.008583322167396545
97,NONE,1.0,idle_action_recognition,3,0.0050250116391624975,0.13257284408828374,0.00878777913749218,0.03515111654996872,0.005997569470092905,0.1248200450341832,0.007790021598339081,0.031160086393356323,0.0009725578309304076,-0.007752799054100534,-0.000997757539153099,-0.003991030156612396
98,NONE,1.0,brain_tumor_classification,3,0.030002940406507646,0.26988525267335167,0.03641902282834053,0.14567609131336212,0.016065149059347122,0.22840220499680453,0.02608378604054451,0.10433514416217804,-0.013937791347160524,-0.04148304767654715,-0.01033523678779602,-0.04134094715118408
99,NONE,1.0,brain_tumor_type_classification,3,0.05395556526656276,0.3899314898384766,0.0506821870803833,0.22806984186172485,0.05358700528297763,0.4087723603247176,0.05569828301668167,0.2506422698497772,-0.0003685599835851344,0.018840870486241,0.00501609593629837,0.022572427988052368
100,NONE,1.0,chexpert_enlarged_cardiomediastinum,3,0.060590417321396785,0.580052424470303,0.16823041439056396,0.6729216575622559,0.06958512181489832,0.5843130165351331,0.17071086168289185,0.6828434467315674,0.00899470449350153,0.004260592064830093,0.002480447292327881,0.009921789169311523
101,NONE,1.0,chexpert_cardiomegaly,3,0.14925949566696928,0.5525833373697613,0.15267416834831238,0.6106966733932495,0.14581559672572497,0.5331183440025229,0.14210757613182068,0.5684303045272827,-0.0034438989412443055,-0.019464993367238392,-0.0105665922164917,-0.0422663688659668
